Ceremony Year	Film	Award	Director	Director Birth Year
1955	Seven Brides for Seven Brothers	Academy Award for Best Original Musical Score	Stanley Donen	1924
1955	Stephen Bosustow	Academy Award for Best Animated Short Film		
1955	Terry Sanders	Academy Award for Best Short Subject, Two-reel		
1955	The Barefoot Contessa	Academy Award for Best Supporting Actor	Joseph L. Mankiewicz	1909
1955	The Country Girl	Academy Award for Best Actress	George Seaton	1911
1955	The Country Girl	Academy Award for Best Writing, Adapted Screenplay	George Seaton	1911
1955	The Glenn Miller Story	Academy Award for Best Sound	Anthony Mann	1906
1955	The High and the Mighty	Academy Award for Best Original Dramatic or Comedy Score	William A. Wellman	1896
1955	The Kidnappers	Academy Honorary Award	Philip Leacock	1917
1955	The Vanishing Prairie	Academy Award for Best Documentary Feature Film	James Algar	1912
1955	This Mechanical Age	Academy Award for Best Live Action Short Film, One-Reel	Robert Youngson	1917
1955	Three Coins in the Fountain	Academy Award for Best Cinematography, Color	Jean Negulesco	1900
1955	Three Coins in the Fountain	Academy Award for Best Original Song		
1955	Thursday's Children	Academy Award for Best Documentary (Short Subject)	Lindsay Anderson	1923
1955	Vincent Winter	Academy Honorary Award		
1955	Walt Disney	Academy Award for Best Documentary Feature Film		
1955	When Magoo Flew	Academy Award for Best Animated Short Film	Pete Burness	1904
1956	Adolph Deutsch	Academy Award for Best Original Musical Score		
1956	Alfred Newman	Academy Award for Best Original Dramatic or Comedy Score		
1956	Anna Magnani	Academy Award for Best Actress		
1956	Arthur Krams	Academy Award for Best Art Direction, Black and White		
1956	Charles LeMaire	Academy Award for Best Costume Design, Color		
1956	Charles Nelson	Academy Award for Best Film Editing		
1956	Charles West	Academy Award for Technical Achievement		
1956	Daniel Fuchs	Academy Award for Best Story		
1956	Daniel J. Bloomberg	Academy Award for Technical Achievement		
1956	Delbert Mann	Academy Award for Best Director		
1956	East of Eden	Academy Award for Best Supporting Actress	Elia Kazan	1909
1956	Eddie Selzer	Academy Award for Best Animated Short Film		
1956	Edmund Reek	Academy Award for Best Live Action Short Film, One-Reel		
1956	Ernest Borgnine	Academy Award for Best Actor		
1956	Farciot Edouart	Academy Award for Technical Achievement		
1956	Farciot Edouart	Scientific and Engineering Award		
1956	Fred Hynes	Academy Award for Best Sound		
1956	Hal Pereira	Academy Award for Best Art Direction, Black and White		
1956	Harold Hecht	Academy Award for Best Picture		
1956	Helen Keller in Her Story	Academy Award for Best Documentary Feature Film	Nancy Hamilton	1908
1956	Helen Rose	Academy Award for Best Costume Design, Black-and-White		
1956	I'll Cry Tomorrow	Academy Award for Best Costume Design, Black-and-White	Daniel Mann	1912
1956	Interrupted Melody	Academy Award for Best Writing, Original Screenplay	Curtis Bernhardt	1899
1956	Jack Lemmon	Academy Award for Best Supporting Actor		
1956	James Wong Howe	Academy Award for Best Cinematography, Black-and-White		
1956	Jay Blackton	Academy Award for Best Original Musical Score		
1956	Jo Mielziner	Academy Award for Best Art Direction, Color		
1956	Jo Van Fleet	Academy Award for Best Supporting Actress		
1956	Love Is a Many-Splendored Thing	Academy Award for Best Costume Design, Color	Henry King	1886
1956	Love Is a Many-Splendored Thing	Academy Award for Best Original Dramatic or Comedy Score	Henry King	1886
1956	Love Is a Many-Splendored Thing	Academy Award for Best Original Song		
1956	Love Me or Leave Me	Academy Award for Best Story	Charles Vidor	1900
1956	Marty	Academy Award for Best Actor	Delbert Mann	1920
1956	Marty	Academy Award for Best Director	Delbert Mann	1920
1956	Marty	Academy Award for Best Picture	Delbert Mann	1920
1956	Marty	Academy Award for Best Writing, Adapted Screenplay	Delbert Mann	1920
1956	Maurice Larson	Academy Award for Technical Achievement		
1956	Men Against the Arctic	Academy Award for Best Documentary (Short Subject)	Winston Hibler	1910
1956	Mister Roberts	Academy Award for Best Supporting Actor	Mervyn LeRoy	1900
1956	Mister Roberts	Academy Award for Best Supporting Actor	Joshua Logan	1908
1956	Mister Roberts	Academy Award for Best Supporting Actor	John Ford	1894
1956	Nancy Hamilton	Academy Award for Best Documentary Feature Film		
1956	Oklahoma!	Academy Award for Best Original Musical Score	Fred Zinnemann	1907
1956	Oklahoma!	Academy Award for Best Sound	Fred Zinnemann	1907
1956	Paddy Chayefsky	Academy Award for Best Writing, Adapted Screenplay		
1956	Paul Francis Webster	Academy Award for Best Original Song		
1956	Picnic	Academy Award for Best Art Direction, Color	Joshua Logan	1908
1956	Picnic	Academy Award for Best Film Editing	Joshua Logan	1908
1956	Q15854394	Academy Award for Best Short Subject, Two-reel		
1956	Qué Será, Será	Academy Award for Best Original Song		
1956	Robert Burks	Academy Award for Best Cinematography, Color		
1956	Robert Priestley	Academy Award for Best Art Direction, Color		
1956	Robert Russell Bennett	Academy Award for Best Original Musical Score		
1956	Sammy Fain	Academy Award for Best Original Song		
1956	Samuel M. Comer	Academy Award for Best Art Direction, Black and White		
1956	Sonya Levien	Academy Award for Best Writing, Original Screenplay		
1956	Speedy Gonzales	Academy Award for Best Animated Short Film	Friz Freleng	1906
1956	Steve Krilanovich	Academy Award for Technical Achievement		
1956	Survival City	Academy Award for Best Live Action Short Film, One-Reel		
1956	Tambi Larsen	Academy Award for Best Art Direction, Black and White		
1956	The Bridges at Toko-Ri	Academy Award for Best Special Effects	Mark Robson	1913
1956	The Face of Lincoln	Academy Award for Best Short Subject, Two-reel	Edward Freed	
1956	The Rose Tattoo	Academy Award for Best Actress	Daniel Mann	1912
1956	The Rose Tattoo	Academy Award for Best Art Direction, Black and White	Daniel Mann	1912
1956	The Rose Tattoo	Academy Award for Best Cinematography, Black-and-White	Daniel Mann	1912
1956	To Catch a Thief	Academy Award for Best Cinematography, Color	Alfred Hitchcock	1899
1956	Walt Disney	Academy Award for Best Documentary (Short Subject)		
1956	William Flannery	Academy Award for Best Art Direction, Color		
1956	William Ludwig	Academy Award for Best Writing, Original Screenplay		
1956	William Lyon	Academy Award for Best Film Editing		
1957	Albert Lamorisse	Academy Award for Best Writing, Original Screenplay		
1957	Alfred Newman	Academy Award for Best Original Musical Score		
1957	Anastasia	Academy Award for Best Actress	Anatole Litvak	1902
1957	Anthony Quinn	Academy Award for Best Supporting Actor		
1957	Around the World in 80 Days	Academy Award for Best Cinematography, Color	Michael Anderson	1920
1957	Around the World in 80 Days	Academy Award for Best Cinematography, Color	John Farrow	1904
1957	Around the World in 80 Days	Academy Award for Best Film Editing	Michael Anderson	1920
1957	Around the World in 80 Days	Academy Award for Best Film Editing	John Farrow	1904
1957	Around the World in 80 Days	Academy Award for Best Original Dramatic or Comedy Score	Michael Anderson	1920
1957	Around the World in 80 Days	Academy Award for Best Original Dramatic or Comedy Score	John Farrow	1904
1957	Around the World in 80 Days	Academy Award for Best Picture	Michael Anderson	1920
1957	Around the World in 80 Days	Academy Award for Best Picture	John Farrow	1904
1957	Around the World in 80 Days	Academy Award for Best Writing, Adapted Screenplay	Michael Anderson	1920
1957	Around the World in 80 Days	Academy Award for Best Writing, Adapted Screenplay	John Farrow	1904
1957	Buddy Adler	Irving G. Thalberg Memorial Award		
1957	Carlo Ponti	Academy Award for Best International Feature Film		
1957	Carlton W. Faulkner	Academy Award for Best Sound		
1957	Cedric Gibbons	Academy Award for Best Art Direction, Black and White		
1957	Crashing the Water Barrier	Academy Award for Best Live Action Short Film, One-Reel	Konstantin Kalser	1920
1957	Dalton Trumbo	Academy Award for Best Story		
1957	Dino De Laurentiis	Academy Award for Best International Feature Film		
1957	Dorothy Malone	Academy Award for Best Supporting Actress		
1957	Eddie Cantor	Academy Honorary Award		
1957	Edwin B. Willis	Academy Award for Best Art Direction, Black and White		
1957	F. Keogh Gleason	Academy Award for Best Art Direction, Black and White		
1957	Federico Fellini	Academy Award for Best International Feature Film		
1957	Gene Ruggiero	Academy Award for Best Film Editing		
1957	George K. Arthur	Academy Award for Best Short Subject, Two-reel		
1957	George Stevens	Academy Award for Best Director		
1957	Giant	Academy Award for Best Director	George Stevens	1904
1957	Ingrid Bergman	Academy Award for Best Actress		
1957	Irene Sharaff	Academy Award for Best Costume Design, Color		
1957	Jacques Cousteau	Academy Award for Best Documentary Feature Film		
1957	James Poe	Academy Award for Best Writing, Adapted Screenplay		
1957	Jay Livingston	Academy Award for Best Original Song		
1957	Jean Louis	Academy Award for Best Costume Design, Black-and-White		
1957	John DeCuir, Sr.	Academy Award for Best Art Direction, Color		
1957	John Farrow	Academy Award for Best Writing, Adapted Screenplay		
1957	John P. Fulton	Academy Award for Best Special Effects		
1957	Joseph Ruttenberg	Academy Award for Best Cinematography, Black-and-White		
1957	Ken Darby	Academy Award for Best Original Musical Score		
1957	Konstantin Kalser	Academy Award for Best Live Action Short Film, One-Reel		
1957	La Strada	Academy Award for Best International Feature Film	Federico Fellini	1920
1957	Lionel Lindon	Academy Award for Best Cinematography, Color		
1957	Louis Clyde Stoumen	Academy Award for Best Documentary (Short Subject)		
1957	Lust for Life	Academy Award for Best Supporting Actor	George Cukor	1899
1957	Lust for Life	Academy Award for Best Supporting Actor	Vincente Minnelli	1903
1957	Lyle R. Wheeler	Academy Award for Best Art Direction, Color		
1957	Magoo's Puddle Jumper	Academy Award for Best Animated Short Film	Pete Burness	1904
1957	Malcolm Brown	Academy Award for Best Art Direction, Black and White		
1957	Mike Todd	Academy Award for Best Picture		
1957	Paul S. Fox	Academy Award for Best Art Direction, Color		
1957	Paul Weatherwax	Academy Award for Best Film Editing		
1957	Qué Será, Será	Academy Award for Best Original Song		
1957	Ray Evans	Academy Award for Best Original Song		
1957	S. J. Perelman	Academy Award for Best Writing, Adapted Screenplay		
1957	Somebody Up There Likes Me	Academy Award for Best Art Direction, Black and White	Robert Wise	1914
1957	Somebody Up There Likes Me	Academy Award for Best Cinematography, Black-and-White	Robert Wise	1914
1957	Stephen Bosustow	Academy Award for Best Animated Short Film		
1957	The Bespoke Overcoat	Academy Award for Best Short Subject, Two-reel	Jack Clayton	1921
1957	The Brave One	Academy Award for Best Story	Irving Rapper	1898
1957	The King and I	Academy Award for Best Actor	Walter Lang	1896
1957	The King and I	Academy Award for Best Art Direction, Color	Walter Lang	1896
1957	The King and I	Academy Award for Best Costume Design, Color	Walter Lang	1896
1957	The King and I	Academy Award for Best Original Musical Score	Walter Lang	1896
1957	The King and I	Academy Award for Best Sound	Walter Lang	1896
1957	The Red Balloon	Academy Award for Best Writing, Original Screenplay	Albert Lamorisse	1922
1957	The Silent World	Academy Award for Best Documentary Feature Film	Jacques Cousteau	1910
1957	The Silent World	Academy Award for Best Documentary Feature Film	Louis Malle	1932
1957	The Solid Gold Cadillac	Academy Award for Best Costume Design, Black-and-White	Richard Quine	1920
1957	The Ten Commandments	Academy Award for Best Special Effects	Cecil B. DeMille	1881
1957	The True Story of the Civil War	Academy Award for Best Documentary (Short Subject)	Louis Clyde Stoumen	1917
1957	Victor Young	Academy Award for Best Original Dramatic or Comedy Score		
1957	Walter M. Scott	Academy Award for Best Art Direction, Color		
1957	Written on the Wind	Academy Award for Best Supporting Actress	Douglas Sirk	1897
1957	Y. Frank Freeman	Jean Hersholt Humanitarian Award		
1957	Yul Brynner	Academy Award for Best Actor		
1958	Albert Schweitzer	Academy Award for Best Documentary Feature Film	Jerome Hill	1905
1958	Alec Guinness	Academy Award for Best Actor		
1958	All the Way	Academy Award for Best Original Song		
1958	B. B. Kahane	Academy Honorary Award		
1958	Birds Anonymous	Academy Award for Best Animated Short Film	Friz Freleng	1906
1958	Broncho Billy Anderson	Academy Honorary Award		
1958	Carl Foreman	Academy Award for Best Writing, Adapted Screenplay		
1958	Charles Brackett	Academy Honorary Award		
1958	David Lean	Academy Award for Best Director		
1958	Designing Woman	Academy Award for Best Writing, Original Screenplay	Vincente Minnelli	1903
1958	Eddie Selzer	Academy Award for Best Animated Short Film		
1958	George Groves	Academy Award for Best Sound		
1958	George Wells	Academy Award for Best Writing, Original Screenplay		
1958	Jack Hildyard	Academy Award for Best Cinematography		
1958	Jerome Hill	Academy Award for Best Documentary Feature Film		
1958	Jimmy Van Heusen	Academy Award for Best Original Song		
1958	Joanne Woodward	Academy Award for Best Actress		
1958	Larry Lansburgh	Academy Award for Best Live Action Short Film		
1958	Les Girls	Academy Award for Best Costume Design	George Cukor	1899
1958	Malcolm Arnold	Academy Award for Best Score, Adaptation or Treatment		
1958	Maurice Chevalier	Academy Honorary Award		
1958	Michael Wilson	Academy Award for Best Writing, Adapted Screenplay		
1958	Miyoshi Umeki	Academy Award for Best Supporting Actress		
1958	Nights of Cabiria	Academy Award for Best International Feature Film	Federico Fellini	1920
1958	Orry-Kelly	Academy Award for Best Costume Design		
1958	Panavision	Academy Scientific and Technical Award		
